Title	URL	Year	Author	Resource Type	Venue
Linear Discriminant Functions	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/discriminant.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Parameter Estimation	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/parameter.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Support Vector and Kernel Methods for Pattern Recognition	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/svmtutorialPSB2002.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Radial Basis Function Networks	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/rbf.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Artificial Neural Networks	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/ANN.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Deep Learning in Visual Recognition	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/deep_learning.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Simple Perceptrons	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/perceptron1.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Dimension Reduction	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/dimension.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Independent Component Analysis	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/ica.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Unsupervised Data Mining	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/rule.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Unsupervised Learning - Using ANNs	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/learning.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Data Filtering, Smoothing, and Prediction Kalman Filter + Particle Filter	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/KF_PF.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Memory Models	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/hopfield.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Multi-Layer Perception	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/perceptron2.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Decision Trees	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/tree.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Quadratic Programming	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/qp.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Support Vector Machines	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/svm.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Support Vector Machines - More Generally Kernel Methods	sites.cs.ucsb.edu/~yfwang/courses/cs281b/pdf/kernel.pdf	2018	Yuan-Fang Wang	lecture	University of California, Santa Barbara
Adjoint Representations and the Derivative of exp	www.cis.upenn.edu/~cis610/cis610-18-sl3.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
The Lorentz Groups	www.cis.upenn.edu/~cis610/cis610-18-sl6.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Fitting Smooth Paths on Riemannian Manifolds	www.cis.upenn.edu/~cis610/Fitting-smooth-paths-Riemm-manif-SO.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
The Derivation of the Exponential Map of Matrices	www.cis.upenn.edu/~cis610/deriv-exp.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Riemannian Metrics, Riemmanian Manifolds	www.cis.upenn.edu/~cis610/cis610-18-sl11.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
The Quaternions and the Spaces	www.cis.upenn.edu/~cis610/cis610sl7.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Robust Statistics over Riemmanian Manifolds for Computer Vision	www.cis.upenn.edu/~cis610/Subbarao_thesis.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Manfiolds, Lie Groups, and Lie Algebras, "Baby Case"	www.cis.upenn.edu/~cis610/cis610-18-sl4.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Optimization methods on Riemannian manifolds and their application to shape space	www.cis.upenn.edu/~cis610/Ring-Wirth-optim-Riemann.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
The Greatest Mathematical Paper of All Time	www.cis.upenn.edu/~cis610/coleman.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Manifolds, Riemannian Geometry, Lie Groups and Harmonic Analysis, With Applications	www.cis.upenn.edu/~cis610/cis61011intro.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Basics of the Differential Geometry of Curves	www.cis.upenn.edu/~cis610/gma-v2-chap19.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Isometries, Local Isometries, Riemannian Coverings and Submersions, Killing Vector Fields	www.cis.upenn.edu/~cis610/cis610-18-sl15.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Advanced Geometric Methods in Computer Science	www.cis.upenn.edu/~cis610/hw2-18.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Review of Derivatives, Series and Vector Fields	www.cis.upenn.edu/~cis610/cis610-18-sl2.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Curvature in Riemmanian Manifolds	www.cis.upenn.edu/~cis610/cis610-18-sl14.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Choice of Riemannian Metrics for Rigid Body Kinematics	www.cis.upenn.edu/~cis610/SE3-Croke-Kumar.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Lie Group Actions on Manifolds	www.cis.upenn.edu/~cis610/Lie-group-actions-Berndt.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Review of Topology	www.cis.upenn.edu/~cis610/cis61011toprev.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Manfiolds, Lie Groups, and Lie Algebra and Homogeneous Manifolds with Applications to Machine Learning Robotics, and Computer Vision	www.cis.upenn.edu/~cis610/cis610-18-sl1.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Advanced Geometric Methods in Computer Science Homework 4	www.cis.upenn.edu/~cis610/hw4-18.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Vector Fields, Lie Derivatives, Integral Curves, Flows	www.cis.upenn.edu/~cis610/cis610-18-sl8.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Basics of the Differential Geometry of Curves	www.cis.upenn.edu/~cis610/gma-v2-chap20.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Manifolds Arising from Group Actions	www.cis.upenn.edu/~cis610/cis610-18-sl18.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Left-invariant Diffusions on the Space of Positions and Orientations and their Application to Cross-preserving Smoothing of HARDI images	www.cis.upenn.edu/~cis610/Duits-left-invariant-diffusion-2010.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Geodesics on Riemannian Manifolds	www.cis.upenn.edu/~cis610/cis610-18-sl13.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Connections on Manifolds	www.cis.upenn.edu/~cis610/cis610-18-sl12.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Advanced Geometric Methods in Computer Science Jean Gallier Homework 1	www.cis.upenn.edu/~cis610/hw1-18.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Lie Groups, Lie Algebras and the Exponential Map	www.cis.upenn.edu/~cis610/cis610-18-sl16.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
On the Early History of the Singular Value Decomposition	www.cis.upenn.edu/~cis610/gws.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Morse Theory	www.cis.upenn.edu/~cis610/Morse-Theory-1.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
The Karcher Mean of Points on SOn	www.cis.upenn.edu/~cis610/Huper-Karcher-mean-SO.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Manifolds, Tangent Spaces, Cotangent Spaces, Submanifolds	www.cis.upenn.edu/~cis610/cis610-18-sl7.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Review of Groups and Group Actions	www.cis.upenn.edu/~cis610/cis610-18-sl5.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Metrics, Connections, and Curvature on Lie Groups	www.cis.upenn.edu/~cis610/cis610-18-sl17.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Partitions of Unity, Covering Maps	www.cis.upenn.edu/~cis610/cis610-18-sl9.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Logarithms and Square Roots of Real Matrices Existence, Uniqueness and Applications in Medical Imaging	www.cis.upenn.edu/~cis610/matlog.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Riemmanian geometry of Grassman manifolds with a view on algorithmic computation	www.cis.upenn.edu/~cis610/Diffgeom-Grassmann.Absil.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Exponential Barycenters of the Canonical Cartan Connection and Invariant Means on Lie Groups	www.cis.upenn.edu/~cis610/Bi-Invar-Means-Pennec.pdf	2018	Jean H. Gallier	lecture	University of Pennsylvania
Models of Lighting	www.cs.jhu.edu/~ayuille/courses/Canton/Day5/Day5Lectures/Lecture3_Day5_Lighting.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Machine Learning: Structure and Latent	www.cs.jhu.edu/~ayuille/courses/Canton/Day5/Day5Lectures/Lecture6_Day5_Structure.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Deformable Templates	www.cs.jhu.edu/~ayuille/courses/Canton/Day5/Day5Lectures/Lecture5_Day5_DTs.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Tutorial on Spectral Clustering	www.cs.jhu.edu/~ayuille/courses/Canton/Day5/Day5Lectures/Lecture1_Day5_Spectral.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Snakes and Region Competition	www.cs.jhu.edu/~ayuille/courses/Canton/Day5/Day5Lectures/Lecture2_Day5_Regions.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
AAMs and FORMS	www.cs.jhu.edu/~ayuille/courses/Canton/Day5/Day5Lectures/Lecture4_Day5_AAMs.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
FORMS: A Flexible Object Recognition and Modelling System	www.cs.jhu.edu/~ayuille/courses/Canton/Day5/Day5Examples/FORMS.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Region Competition: Unifying Snakes, Region Growing and Bayes/MDL for Multiband Image Segmentation	www.cs.jhu.edu/~ayuille/courses/Canton/Day5/Day5Examples/region_competition_pami.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Unsupervised Learning of Object Deformation Models	www.cs.jhu.edu/~ayuille/courses/Canton/Day5/Day5Examples/AAM's.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
KGBR Viewpoint-Lighting Ambiguity	www.cs.jhu.edu/~ayuille/courses/Canton/Day5/Day5Examples/GBR.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Superpixel: Empirical Studies and Applications	www.cs.jhu.edu/~ayuille/courses/Canton/Day5/Day5Examples/Superpixels.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Learning Object Representation from Lighting Variations	www.cs.jhu.edu/~ayuille/courses/Canton/Day5/Day5Examples/svd_eccvwork96.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
SVM	www.cs.jhu.edu/~ayuille/courses/Canton/Day3_4/Day3&4Lectures/Lecture4_Day3&4_SVM.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
HMM	www.cs.jhu.edu/~ayuille/courses/Canton/Day3_4/Day3&4Lectures/Lecture3_Day3&4_HMMs.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
AdaBoost	www.cs.jhu.edu/~ayuille/courses/Canton/Day3_4/Day3&4Lectures/Lecture5_Day3&4_AdaBoost.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
DP & Stereo	www.cs.jhu.edu/~ayuille/courses/Canton/Day3_4/Day3&4Lectures/Lecture1_Day3&4_Dp&Stereo.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Rev Learn	www.cs.jhu.edu/~ayuille/courses/Canton/Day3_4/Day3&4Lectures/Lecture2_Day3&4_RevLearn.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Extra Adaboost	www.cs.jhu.edu/~ayuille/courses/Canton/Day3_4/Day3&4Lectures/Day3&4_Extra_AdaBoost.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
A Bayesian Treatment of the Stereo Correspondence Problem Using Half-Occluded Regions	www.cs.jhu.edu/~ayuille/courses/Canton/Day3_4/Day3&4Examples/92--BayesianStereo-Belhumeur.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Course: Model, Learning and Inference: Lecture 6	www.cs.jhu.edu/~ayuille/courses/Canton/Day3_4/Day3&4Examples/HMMlatex.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Extract Highlights from Baseball Game Video with Hidden Markov Models	www.cs.jhu.edu/~ayuille/courses/Canton/Day3_4/Day3&4Examples/chang_peng_2002_2.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Statistical Edge Detection	www.cs.jhu.edu/~ayuille/courses/Canton/Day1/LecturesDay1/Lecture3_Day1_Edges.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Introduction to Computer Vision	www.cs.jhu.edu/~ayuille/courses/Canton/Day1/LecturesDay1/Lecture1_Day1_Intro.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Manhattan World	www.cs.jhu.edu/~ayuille/courses/Canton/Day1/LecturesDay1/Lecture5_Day1_Manhattan.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Basic Properties of Images	www.cs.jhu.edu/~ayuille/courses/Canton/Day1/LecturesDay1/Lecture2_Day1_Images.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Weak Smoothness	www.cs.jhu.edu/~ayuille/courses/Canton/Day1/LecturesDay1/Lecture4_Day1_TVnorm.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Manhattan World: Compass Direction from a Single Image by Bayesian Inference	www.cs.jhu.edu/~ayuille/courses/Canton/Day1/ExamplesDay1/ManhattanWorld.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Bayesian models of object perception	www.cs.jhu.edu/~ayuille/courses/Canton/Day1/ExamplesDay1/Vision_and_the_Brain.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
A Statistical Approach to Multi-Scale Edge Detection	www.cs.jhu.edu/~ayuille/courses/Canton/Day1/ExamplesDay1/EdgeDetectionExamples.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
An information theory perspective on computational vision	www.cs.jhu.edu/~ayuille/courses/Canton/Day2/ExamplesDay2/Review_Vision_Models.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Belief Propagation, Mean-field and Bethe approximations	www.cs.jhu.edu/~ayuille/courses/Canton/Day2/ExamplesDay2/MRFs&Inference.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Statistical cues for Domain Specific Image Segmentation with Performance Analysis	www.cs.jhu.edu/~ayuille/courses/Canton/Day2/ExamplesDay2/LabelingRegions.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
GrabCut Interactive Foreground Extraction using Iterated Graph Cuts	www.cs.jhu.edu/~ayuille/courses/Canton/Day2/ExamplesDay2/GrabCut_Examples.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Technical Introduction: A Primer on Probabilistic Inference	www.cs.jhu.edu/~ayuille/courses/Canton/Day2/ExamplesDay2/Tutorial_Bayesian_Inference.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Filter, Random Fields and Maximum Entropy (FRAME): Towards a Unified Theory for Texture Modeling	www.cs.jhu.edu/~ayuille/courses/Canton/Day2/ExamplesDay2/FRAME.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Belief Propagation, Mean-field and Bethe approximations	www.cs.jhu.edu/~ayuille/courses/Canton/Day2/ExamplesDay2/ReviewMRF_BP_MCMC.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Learn with Hidden Variables	www.cs.jhu.edu/~ayuille/courses/Canton/Day2/LecturesDay2/Lecture5_Day2_LearnHidden.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Learn MRF	www.cs.jhu.edu/~ayuille/courses/Canton/Day2/LecturesDay2/Lecture4_Day2_LearnMRF.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Image Labelling	www.cs.jhu.edu/~ayuille/courses/Canton/Day2/LecturesDay2/Lecture1_Day2_Labeling.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Probability on Graphics	www.cs.jhu.edu/~ayuille/courses/Canton/Day2/LecturesDay2/Lecture2_Day2_MRFs.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Algorithms: MaxFlow/ Min-cut & Belief Propagation	www.cs.jhu.edu/~ayuille/courses/Canton/Day2/LecturesDay2/Lecture3_Day2_Inference.pdf	2011	Alan L. Yuille	lecture	Johns Hopkins University
Interest Points and Corners	cs.brown.edu/courses/csci1430/lectures/2020Spring_06_InterestPointsAndCorners.pdf	2020	James Tompkin	lecture	Brown University
Machine Learning Crash Course Unsupervised Learning	cs.brown.edu/courses/csci1430/lectures/2020Spring_09_MachineLearningCrashCourse_UnsupervisedLearning.pdf	2020	James Tompkin	lecture	Brown University
Thinking in Frequency Part 2	cs.brown.edu/courses/csci1430/lectures/2020Spring_04_ThinkingInFrequencyPart2.pdf	2020	James Tompkin	lecture	Brown University
Machine Learning Crash Course Supervised Learning	cs.brown.edu/courses/csci1430/lectures/2020Spring_10_MachineLearningCrashCourse_SupervisedLearning.pdf	2020	James Tompkin	lecture	Brown University
Thinking in Frequency Part 1	cs.brown.edu/courses/csci1430/lectures/2020Spring_03_ThinkingInFrequencyPart1.pdf	2020	James Tompkin	lecture	Brown University
Neural Networks CNN	cs.brown.edu/courses/csci1430/lectures/2020Spring_15_NeuralNetworks_CNNs.pdf	2020	James Tompkin	lecture	Brown University
Big Data	cs.brown.edu/courses/csci1430/lectures/2020Spring_14_BigData.pdf	2020	James Tompkin	lecture	Brown University
Local Image Features and Matching	cs.brown.edu/courses/csci1430/lectures/2020Spring_07_LocalImageFeaturesAndMatching.pdf	2020	James Tompkin	lecture	Brown University
Image Filtering	cs.brown.edu/courses/csci1430/lectures/2020Spring_02_ImageFiltering.pdf	2020	James Tompkin	lecture	Brown University
Training Neural Networks	cs.brown.edu/courses/csci1430/lectures/2020Spring_16_TrainingNeuralNetworks.pdf	2020	James Tompkin	lecture	Brown University
Recognition and Bag Of Words	cs.brown.edu/courses/csci1430/lectures/2020Spring_11_RecognitionAndBagOfWords.pdf	2020	James Tompkin	lecture	Brown University
Large Scale Scene Recognition and Advanced Feature Encoding	cs.brown.edu/courses/csci1430/lectures/2020Spring_12_LargeScaleSceneRecognitionAndAdvancedFeatureEncoding.pdf	2020	James Tompkin	lecture	Brown University
Edge Detection	cs.brown.edu/courses/csci1430/lectures/2020Spring_05_EdgeDetection.pdf	2020	James Tompkin	lecture	Brown University
Cameras Light and Color	cs.brown.edu/courses/csci1430/lectures/2020Spring_08_CamerasLightAndColor.pdf	2020	James Tompkin	lecture	Brown University
Detection With Sliding Windows Dalal Triggs Viola Jones	cs.brown.edu/courses/csci1430/lectures/2020Spring_13_DetectionWithSlidingWindowsDalalTriggsViolaJones.pdf	2020	James Tompkin	lecture	Brown University
Introduction	cs.brown.edu/courses/csci1430/lectures/2020Spring_01_Introduction.pdf	2020	James Tompkin	lecture	Brown University
Cameras Light and Color	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_08_CamerasLightAndColor.pdf	2019	James Tompkin	lecture	Brown University
Thinking in Frequency Part 2	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_04_ThinkingInFrequencyPart2.pdf	2019	James Tompkin	lecture	Brown University
Big Data	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_14_BigData.pdf	2019	James Tompkin	lecture	Brown University
Stereo Introduction	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_21_StereoIntroduction.pdf	2019	James Tompkin	lecture	Brown University
Image Filtering	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_02_ImageFiltering.pdf	2019	James Tompkin	lecture	Brown University
Detection With Sliding Windows Dalal Triggs Viola Jones	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_13_DetectionWithSlidingWindowsDalalTriggsViolaJones.pdf	2019	James Tompkin	lecture	Brown University
Recognition and Bag Of Words	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_11_RecognitionAndBagOfWords.pdf	2019	James Tompkin	lecture	Brown University
Introduction	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_01_Introduction.pdf	2019	James Tompkin	lecture	Brown University
Optical Flow	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_25_OpticalFlow.pdf	2019	James Tompkin	lecture	Brown University
Training Neural Networks	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_16_TrainingNeuralNetworks.pdf	2019	James Tompkin	lecture	Brown University
Machine Learning Crash Course Unsupervised Learning	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_09_MachineLearningCrashCourse_UnsupervisedLearning.pdf	2019	James Tompkin	lecture	Brown University
Large Scale Scene Recognition and Advanced Feature Encoding	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_12_LargeScaleSceneRecognitionAndAdvancedFeatureEncoding.pdf	2019	James Tompkin	lecture	Brown University
Depth Cameras	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_23_DepthCameras.pdf	2019	James Tompkin	lecture	Brown University
Social Good and Dataset Bias	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_19_SocialGoodandDatasetBias.pdf	2019	James Tompkin	lecture	Brown University
What do CNNs Learn	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_17_WhatDoCNNsLearn.pdf	2019	James Tompkin	lecture	Brown University
Realtime Pose Estimation	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_24_RealtimePoseEstimation.pdf	2019	James Tompkin	lecture	Brown University
Cameras and Calibration	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_20_CamerasAndCalibration.pdf	2019	James Tompkin	lecture	Brown University
Interest Points and Corners	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_06_InterestPointsAndCorners.pdf	2019	James Tompkin	lecture	Brown University
Stereo Disparity	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_22_StereoDisparity.pdf	2019	James Tompkin	lecture	Brown University
Edge Detection	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_05_EdgeDetection.pdf	2019	James Tompkin	lecture	Brown University
Local Image Features and Matching	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_07_LocalImageFeaturesAndMatching.pdf	2019	James Tompkin	lecture	Brown University
Exploring CNN Architectures	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_18_ExploringCNNArchitectures.pdf	2019	James Tompkin	lecture	Brown University
Thinking in Frequency Part 1	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_03_ThinkingInFrequencyPart1.pdf	2019	James Tompkin	lecture	Brown University
Machine Learning Crash Course Supervised Learning	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_10_MachineLearningCrashCourse_SupervisedLearning.pdf	2019	James Tompkin	lecture	Brown University
Neural Networks CNN	cs.brown.edu/courses/csci1430/2019_Spring/lectures/2019Spring_15_NeuralNetworks_CNNs.pdf	2019	James Tompkin	lecture	Brown University
Large Scale Instance Recognition	cs.brown.edu/courses/csci1430/2017_Fall/lectures_Fall2017/13_Fall2017_LargeScaleInstanceRecognition.pdf	2017	James Tompkin	lecture	Brown University
An Introduction to Computer Vision	www.eecs.northwestern.edu/~yingwu/teaching/EECS432/Notes/intro.pdf	2017	Ying Wu	lecture	Brown University
Fundamentals of Computer Vision	www.cse.unr.edu/~bebis/CS485/Handouts/ShahBook.pdf	1997	Mubarak Shah	lecture	Brown University
Lucas-Kanade 20 Years On: A Unifying Framework	www.cs.cmu.edu/~16385/s14/lec_slides/Baker&Matthews.pdf	2014	Simon Baker and Ian Matthews	lecture	Carnegie Mellon University
Pose Estimation	www.cs.cmu.edu/~16385/s17/Slides/11.3_Pose_Estimation.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Finding Corners	www.cs.cmu.edu/~16385/s17/Slides/6.0_Finding_Corners.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
2D Alignment RANSAC	www.cs.cmu.edu/~16385/s17/Slides/10.3_2D_Alignment__RANSAC.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Feature Descriptors 1	www.cs.cmu.edu/~16385/s17/Slides/7.1_Feature_Descriptors_1.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Perceptron	www.cs.cmu.edu/~16385/s17/Slides/9.1_Perceptron.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Image Alignment	www.cs.cmu.edu/~16385/s17/Slides/14.4_Alignment__LucasKanade.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Image Gradients	www.cs.cmu.edu/~16385/s17/Slides/4.0_Image_Gradients_and_Gradient_Filtering.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Generalized Hough Transform	www.cs.cmu.edu/~16385/s17/Slides/5.4_Generalized_Hough_Transform.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Extracting Edges	www.cs.cmu.edu/~16385/s17/Slides/5.1_Extracting_Edges.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Filtering vs Convolution	www.cs.cmu.edu/~16385/s17/Slides/4.1_FilteringVsConvolution.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Probability Basics	www.cs.cmu.edu/~16385/s17/Slides/8.1_Probability_Basics.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
2D Transforms	www.cs.cmu.edu/~16385/s17/Slides/10.0_2D_Transforms.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Reconstruction	www.cs.cmu.edu/~16385/s17/Slides/12.5_Reconstruction.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Fundamental Matrix	www.cs.cmu.edu/~16385/s17/Slides/12.3_Fundamental_Matrix.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
KLT Tracker	www.cs.cmu.edu/~16385/s17/Slides/15.1_Tracking__KLT.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
2D Alignment: Linear Least Squares	www.cs.cmu.edu/~16385/s17/Slides/10.1_2D_Alignment__LLS.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Optical Flow: Constant Flow	www.cs.cmu.edu/~16385/s17/Slides/14.2_OF__ConstantFlow.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
MonoSLAM: Real-Time Single Camera SLAM	www.cs.cmu.edu/~16385/s17/Slides/16.5_MonoSLAM.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
Classification	www.cs.cmu.edu/~16385/s17/Slides/8.3_Classification.pdf	2017	Kris Kitani	lecture	Carnegie Mellon University
