ID	Name	URL	Year	Author	Domain	Venue
815	POS tagging	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_09.pdf	2017	Marine Carpuat	nlp	University of Maryland
816	Dependency Parsing 2	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_13.pdf	2017	Marine Carpuat	nlp	University of Maryland
817	Sequence to Sequence Models for Machine Translation	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_16.pdf	2017	Marine Carpuat	nlp	University of Maryland
818	Logistic Regression & Neural Networks	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_05.pdf	2017	Marine Carpuat	nlp	University of Maryland
819	Alignment in Machine Translation	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_18.pdf	2017	Marine Carpuat	nlp	University of Maryland
820	From Dependency Parsing to Imitation Learning	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_14.pdf	2017	Marine Carpuat	nlp	University of Maryland
821	POS tagging	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_10.pdf	2017	Marine Carpuat	nlp	University of Maryland
822	Linear Models Continued: Perceptron & Logistic Regression	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_04.pdf	2017	Marine Carpuat	nlp	University of Maryland
823	Language Modeling Introduction	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_07.pdf	2017	Marine Carpuat	nlp	University of Maryland
824	Dependency Parsing	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_12.pdf	2017	Marine Carpuat	nlp	University of Maryland
825	Shallow Semantics	https://github.com/shichao116/NLP/blob/master/slides.2014/srl-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
826	Distributional Lexical Semantics	https://github.com/shichao116/NLP/blob/master/slides.2014/distributional-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
827	Naïve Bayes,Perceptron	https://github.com/shichao116/NLP/blob/master/slides.2014/lec3-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
828	Introduction to Natural Language Processing	https://github.com/shichao116/NLP/blob/master/slides.2014/lec1.pdf	2014	Jacob Eisenstein	nlp	GitHub
829	Morphology	https://github.com/shichao116/NLP/blob/master/slides.2014/lec7-morphology-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
830	Examples of Viterbi, Forward, and Backward	https://github.com/shichao116/NLP/blob/master/slides.2014/sequence-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
831	Language Models	https://github.com/shichao116/NLP/blob/master/slides.2014/lec6-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
832	Dependency parsing	https://github.com/shichao116/NLP/blob/master/slides.2014/lec14-depparsing-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
833	WSD Key Concepts Word	https://github.com/shichao116/NLP/blob/master/slides.2014/lec4-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
834	Administrative corrections	https://github.com/shichao116/NLP/blob/master/slides.2014/lec2-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
835	Classication key concepts	https://github.com/shichao116/NLP/blob/master/slides.2014/lec5-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
836	Semi-Supervised Learning 1	https://github.com/shichao116/NLP/blob/master/slides.2014/ssl-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
837	Information Extraction	https://github.com/shichao116/NLP/blob/master/slides.2014/ie-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
838	Anaphora and coreference	https://github.com/shichao116/NLP/blob/master/slides.2014/coref-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
839	Beyond Context-Free Grammars	https://github.com/shichao116/NLP/blob/master/slides.2014/beyond-cfg.pdf	2014	Jacob Eisenstein	nlp	GitHub
840	Discourse Structure	https://github.com/shichao116/NLP/blob/master/slides.2014/discourse-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
841	Natural Language Semantics	https://github.com/shichao116/NLP/blob/master/slides.2014/formal-semantics-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
842	Finite-State Transducers	https://github.com/shichao116/NLP/blob/master/slides.2014/lec8-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
843	Context Free Grammars and Parsing	https://github.com/shichao116/NLP/blob/master/slides.2014/parsing-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
844	Examples of Viterbi, Forward, and Backward	https://github.com/shichao116/NLP/blob/master/slides.2014/lec9-hmm-slides.pdf	2014	Jacob Eisenstein	nlp	GitHub
845	Modern statistical parsers	https://github.com/shichao116/NLP/blob/master/slides.2014/modern-cfg-parsing.pdf	2014	Jacob Eisenstein	nlp	GitHub
846	Natural Language Processing: A Speech Example	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture2-6pp.pdf	2014	Dan Klein	nlp	UC Berkeley
847	Natural Language Processing: Classification I	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture13-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
848	Natural Language Processing: Machine Translation III	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture19-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
849	Natural Language Processing: Language Modeling II	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture3-6pp.pdf	2014	Dan Klein	nlp	UC Berkeley
850	Natural Language Processing: Language Modeling III	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture4-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
851	Natural Language Processing: Speech Inference	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture7-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
852	Natural Language Processing: Tasks	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture21-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
853	Natural Language Processing: The Speech Signal	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture5-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
854	Natural Language Processing: Course Information	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture1-6pp.pdf	2014	Dan Klein	nlp	UC Berkeley
855	Natural Language Processing: Parsing	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture10-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
856	Grounded Semantics	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture22-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
857	Natural Language Processing Classification II	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture14-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
858	Natural Language Processing Classification III	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture15-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
859	Natural Language Processing Machine Translation	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture18-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
860	Natural Language Processing Parsing I	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture9-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
861	Natural Language Processing Machine Translation	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture17-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
862	Natural Language Processing Part of Speech Tagging	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture8-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
863	Natural Language Processing Diachronics	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture25-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
864	Natural Language Processing Historical Document Transcription	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture26-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
865	Natural Language Processing Compositional Semantics	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture16-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
866	Natural Language Processing Parsing III	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture11-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
867	Automatic Summarization (and other stuff)	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture23-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
868	Natural Language Processing Acoustic Models	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture6-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
869	Natural Language Processing Machine Translation III	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture20-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
870	Natural Language Processing Parsing IV	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture12-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
871	Natural Language Processing Question Answering	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture24-1pp.pdf	2014	Dan Klein	nlp	UC Berkeley
872	Intro TSGs TAGs Alternative Grammatical Formalisms	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect-tag-riley.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
873	Building Finite-State Machines	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect17-fsmbuild.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
874	What are n-grams good for? Language ID	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect03-ngram-apps.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
875	Machine Translation	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect-translation-lopez.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
876	Learning to Translate (native speakers)	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect32-translation.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
877	Unscrambling	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect04.5-unscrambling-text.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
878	Finite-State Methods	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect16-fsmintro.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
879	Structured Prediction with Perceptrons and CRFs	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect34-crf.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
880	Hidden Markov Models and the Forward-Backward Algorithm	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect24-hmm.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
881	Machine translation: Decoding	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect32b-mt-decoding.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
882	Grouping Words Linguistic Objects in this Course	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect29-groupwords.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
883	Weighted Parsing,Probabilistic Parsing	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect11-pcky.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
884	Parsing	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect08-parse.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
885	Observe some values of a function Learning in the Limit	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect27-learnlimit.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
886	Syntactic Attributes Morphology, heads, gaps, etc.	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect06-syntactic-features.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
887	How to Use Probabilities The Crash Course	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect04-prob-intro.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
888	Parsing Tricks Left-Corner Parsing	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect12-parsetricks.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
889	Current & Future NLP Research A Few Random Remarks	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect35-future.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
890	NLP in Practice	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect-tasks-rao2.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
891	Finite-State Programming Some Examples	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect18-fsmexamples.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
892	Splitting Words	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect30-splitwords.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
893	Text Categorization (actually, methods apply for categorizing anything into fixed categories  tagging, WSD, PP attachment ...)	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect33-textcat.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
894	Earleys Algorithm	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect10-earley.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
895	Natural Language Processing	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect01-intro.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
896	Finite-Stateand the Noisy Channel	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect19-noisychannel.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
897	Bayes Theorem	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect05-bayes.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
898	Machine translation: Word-based models and the EM algorithm	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect32a-mt-word-based-models.pdf	2012	Jason Eisner	nlp	Johns Kopkins University
899	Lecture 8: Variational inference	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture08.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
900	Lecture 1: Introduction	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture01.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
901	Covariance in Unsupervised Learning of Probabilistic Grammars	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture25.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
902	The Innite Hidden Markov Model	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture22.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
903	Lecture 13: Dirichlet Processes	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture13.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
904	Lecture 7: Topic Models (Latent Dirichlet Allocation)	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture07.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
905	Lecture 2: Statistical inferences	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture02.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
906	Discovering Morphological Paradigms from Plain Text Using a Dirichlet Process Mixture Model	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture26.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
907	Unsupervised Coreference Resolution in a Nonparametric	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture24.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
908	Correlated Topic Models	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture09.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
909	Modeling Annotated Data	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture12.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
910	Multilingual Part-of-Speech Tagging: Two Unsupervised Approaches	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture27.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
911	Lecture 14: Inference in Dirichlet Processes	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture14.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
912	Reading Tea Leaves: How Humans Interpret Topic Models	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture10.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
913	HDP-CCG Yonatan Bisk	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture17.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
914	Probabilistic Grammars and Hierarchical Dirichlet	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture23.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
915	Lecture 3: Comparing frequentist and Bayesian estimation techniques	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture03.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
916	Unsupervised HMM POS Tagger Comparison	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture21.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
917	Lecture 5: Sampling (Monte Carlo Methods)	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture05.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
918	A Hierarchical Bayesian Language Model Based on Pitman-Yor Processes	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture18.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
919	Lecture 6: (Probabilistic) Latent Semantic Analysis	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture06.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
920	Indian Buffet Process	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture28.pdf	2013	Julia Hockenmaier	nlp	University of Illinois at Urbana-Champaign
921	Morphological analysis	https://cs.nyu.edu/~petrov/lecture11.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
922	Statistical NLP	https://cs.nyu.edu/~petrov/lecture13.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
923	Lexical Semantics	https://cs.nyu.edu/~petrov/lecture7.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
924	Sentiment Treebank ! Crowdsourced fine-grained sentiment annotations	https://cs.nyu.edu/~petrov/lecture10.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
925	Some Results!	https://cs.nyu.edu/~petrov/lecture12.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
926	Overview Statistical NLP	https://cs.nyu.edu/~petrov/lecture2.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
927	Compositional Semantics	https://cs.nyu.edu/~petrov/lecture9.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
928	Statistical NLP	https://cs.nyu.edu/~petrov/lecture3.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
929	Dependency Parsing	https://cs.nyu.edu/~petrov/lecture5.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
930	Statistical NLP	https://cs.nyu.edu/~petrov/lecture8.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
931	Statistical NLP	https://cs.nyu.edu/~petrov/lecture6.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
932	Statistical NLP	https://cs.nyu.edu/~petrov/lecture1.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
933	Statistical NLP	https://cs.nyu.edu/~petrov/lecture4.pdf	2016	Tom Kwiatkowski	nlp	University of Illinois at Urbana-Champaign
934	Language Models	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/06-lm.pdf	2018	Yoav Artzi	nlp	Cornell University
935	Introduction	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/01-intro.pdf	2018	Yoav Artzi	nlp	Cornell University
936	Computation Graphs	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/04-nn-compgraph.pdf	2018	Yoav Artzi	nlp	Cornell University
937	Recurrent Neural Networks	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/08-rnn.pdf	2018	Yoav Artzi	nlp	Cornell University
938	IBM Translation Models	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/11-mt-alignments.pdf	2018	Yoav Artzi	nlp	Cornell University
939	Meta NLP	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/12-meta-nlp.pdf	2018	Yoav Artzi	nlp	Cornell University
940	Text Classification	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/02-textclass.pdf	2018	Yoav Artzi	nlp	Cornell University
941	Sequence Prediction and Part-of-speech Tagging	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/07-seq.pdf	2018	Yoav Artzi	nlp	Cornell University
942	Dependency Parsing	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/09-parsing-dep.pdf	2018	Yoav Artzi	nlp	Cornell University
943	Constituency Parsing	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/10-parsing-const.pdf	2018	Yoav Artzi	nlp	Cornell University
944	Lexical Semantics	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/05-lexical.pdf	2018	Yoav Artzi	nlp	Cornell University
945	Neural Networks	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/03-nn.pdf	2018	Yoav Artzi	nlp	Cornell University
946	Probability Lecture #7	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect7-probability.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
947	Chart Parsing Lecture #6	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect6-cyk.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
948	Machine Translation Lecture #17	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect17-mt.key.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
949	Maximum Entropy Lecture #13	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect14-maxent.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
950	Intro Questions	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect19-pragmatics.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
951	Introduction to Python Lecture #3	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect3-python.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
952	Information Extraction Introduction to Natural Language Processing	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect20-ie.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
953	Part-of-speech Tagging & Hidden Markov Model Intro Lecture #10	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect10-tagginghmm1.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
954	Classification & Information Theory Lecture #8	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect8-infotheory.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
955	Sequence Labeling	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect15-memm-crf.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
956	Statistical Models of Semantics and Unsupervised Language Discovery Lecture #18	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect18-unsup.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
957	Noisy Channel, N-grams & Smoothing Lecture #9	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect9-noisychannel.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
958	Probabilistic Context Free Grammars	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect12-pcfg.key.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
959	Lecture 5: Context Free Grammars	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect5-cfg.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
960	The pragmatics of questions and answers	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect16-potts-semantics.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
961	Course Overview Lecture #1	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect1-intro.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
962	String Edit Distance (and intro to dynamic programming)	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect4-stredit.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
963	Regular Languages Lecture #2	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect2-regex.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
964	Information Extraction: Coreference and Relation Extraction	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect20-coref.ppt.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
965	Probabilistic Parsing in Practice	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect13-probparsing.key.pdf	2007	Andrew McCallum	nlp	University of Massachusetts Amherst
966	Practical Sentiment Analysis Tutorial	http://u.cs.biu.ac.il/~89-680/sentiment.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
967	Design Challenges and Misconceptions in Named Entity Recognition	http://u.cs.biu.ac.il/~89-680/NER-ratinov.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
968	Probabilistic approaches to semantic representation	http://u.cs.biu.ac.il/~89-680/topic-models-steyvers-griffiths.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
969	More PCFG Parsing	http://u.cs.biu.ac.il/~89-680/parsing2.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
970	Summarization	http://u.cs.biu.ac.il/~89-680/summ.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
971	Sentence Boundry	http://u.cs.biu.ac.il/~89-680/sentence_boundary1.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
972	WORD SENSE DISAMBIGUATION	http://u.cs.biu.ac.il/~89-680/lex-sem.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
973	Sentence Boundry	http://u.cs.biu.ac.il/~89-680/sentence_boundary0.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
974	Part of Speech Tagging and HMMs	http://u.cs.biu.ac.il/~89-680/hmm.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
975	עיבוד שפות טבעיות	http://u.cs.biu.ac.il/~89-680/intro.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
976	Unsupervised Learning and Topic Modeling	http://u.cs.biu.ac.il/~89-680/unsupervised-lda.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
977	Chunking with Support Vector Machines	http://u.cs.biu.ac.il/~89-680/chunking-svm.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
978	A Note on Latent Semantic Analysis	http://u.cs.biu.ac.il/~89-680/lsa.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
979	Relation Extraction (RE) via Supervised Classification	http://u.cs.biu.ac.il/~89-680/semapp-re.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
980	Parsing, PCFGs, and the CKY Algorithm	http://u.cs.biu.ac.il/~89-680/parsing-and-cky-extended.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
981	Semi-Markov Conditional Random Fields for Information Extraction	http://u.cs.biu.ac.il/~89-680/semiCrf.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
982	Dependency Trees	http://u.cs.biu.ac.il/~89-680/dep_trees.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
