ID	Title	URL	Topic	Year	Instructor	Path	Venue
2546	neural language models	https://people.cs.umass.edu/~miyyer/cs685/slides/02-neural-lms.pdf	1201	2020	Mohit Iyyer	./cs685/slides/02-neural-lms.pdf	UMass Amherst
2547	Backpropagation	https://people.cs.umass.edu/~miyyer/cs685/slides/03-backprop.pdf	1201	2020	Mohit Iyyer	./cs685/slides/03-backprop.pdf	UMass Amherst
2548	Lecture 4	https://people.cs.umass.edu/~miyyer/cs685/slides/04-cross-entropy.pdf	1201	2020	Mohit Iyyer	./cs685/slides/04-cross-entropy.pdf	UMass Amherst
2549	Lecture 5	https://people.cs.umass.edu/~miyyer/cs685/slides/05-attention.pdf	1201	2020	Mohit Iyyer	./cs685/slides/05-attention.pdf	UMass Amherst
2550	Lecture 6	https://people.cs.umass.edu/~miyyer/cs685/slides/06-transformers.pdf	1201	2020	Mohit Iyyer	./cs685/slides/06-transformers.pdf	UMass Amherst
2551	Lecture 7	https://people.cs.umass.edu/~miyyer/cs685/slides/07-transfer.pdf	1201	2020	Mohit Iyyer	./cs685/slides/07-transfer.pdf	UMass Amherst
2552	Lecture 8	https://people.cs.umass.edu/~miyyer/cs685/slides/08-qa.pdf	1201	2020	Mohit Iyyer	./cs685/slides/08-qa.pdf	UMass Amherst
2553	Lecture 9	https://people.cs.umass.edu/~miyyer/cs685/slides/09-intermediate-transfer.pdf	1201	2020	Mohit Iyyer	./cs685/slides/09-intermediate-transfer.pdf	UMass Amherst
2554	Lecture 10	https://people.cs.umass.edu/~miyyer/cs685/slides/10-betterberts.pdf	1201	2020	Mohit Iyyer	./cs685/slides/10-betterberts.pdf	UMass Amherst
2555	Lecture 11	https://people.cs.umass.edu/~miyyer/cs685/slides/11-gpt3.pdf	1201	2020	Mohit Iyyer	./cs685/slides/11-gpt3.pdf	UMass Amherst
2556	Lecture 12	https://people.cs.umass.edu/~miyyer/cs685/slides/12-textgen.pdf	1201	2020	Mohit Iyyer	./cs685/slides/12-textgen.pdf	UMass Amherst
2557	Lecture 13	https://people.cs.umass.edu/~miyyer/cs685/slides/13-paraphrase.pdf	1201	2020	Mohit Iyyer	./cs685/slides/13-paraphrase.pdf	UMass Amherst
2558	Lecture 14	https://people.cs.umass.edu/~miyyer/cs685/slides/14-crowdsourcing.pdf	1201	2020	Mohit Iyyer	./cs685/slides/14-crowdsourcing.pdf	UMass Amherst
2559	Lecture 15	https://people.cs.umass.edu/~miyyer/cs685/slides/15-distillation.pdf	1201	2020	Mohit Iyyer	./cs685/slides/15-distillation.pdf	UMass Amherst
2560	Lecture 16	https://people.cs.umass.edu/~miyyer/cs685/slides/16-retrieval-lms.pdf	1201	2020	Mohit Iyyer	./cs685/slides/16-retrieval-lms.pdf	UMass Amherst
2561	Lecture 17	https://people.cs.umass.edu/~miyyer/cs685/slides/17-vision.pdf	1201	2020	Mohit Iyyer	./cs685/slides/17-vision.pdf	UMass Amherst
2562	Lecture 18	https://people.cs.umass.edu/~miyyer/cs685/slides/18-ethics.pdf	1201	2020	Mohit Iyyer	./cs685/slides/18-ethics.pdf	UMass Amherst
2563	Lecture 19	https://people.cs.umass.edu/~miyyer/cs685/slides/19-probes.pdf	1201	2020	Mohit Iyyer	./cs685/slides/19-probes.pdf	UMass Amherst
2564	Lecture 20	https://people.cs.umass.edu/~miyyer/cs685/slides/20-semantic-parsing.pdf	1201	2020	Mohit Iyyer	./cs685/slides/20-semantic-parsing.pdf	UMass Amherst
2565	Lecture 21	https://people.cs.umass.edu/~miyyer/cs685/slides/21-commonsense.pdf	1201	2020	Mohit Iyyer	./cs685/slides/21-commonsense.pdf	UMass Amherst
2566	Parallelization of Self Attention	https://people.cs.umass.edu/~miyyer/cs685/slides/attention_parallelization.pdf	1201	2020	Mohit Iyyer	./cs685/slides/attention_parallelization.pdf	UMass Amherst
2567	BERT	https://people.cs.umass.edu/~miyyer/cs685/slides/07-transfer.pdf	1201	2020	Mohit Iyyer	./cs685/slides/bert.pdf	UMass Amherst
2568	Better BERTs	https://people.cs.umass.edu/~miyyer/cs685/slides/better_BERTs.pdf	1201	2020	Mohit Iyyer	./cs685/slides/better_BERTs.pdf	UMass Amherst
2569	Final Projects	https://people.cs.umass.edu/~miyyer/cs685/slides/final-projects.pdf	1201	2020	Mohit Iyyer	./cs685/slides/final-projects.pdf	UMass Amherst
2570	Intermediate Finetuning	https://people.cs.umass.edu/~miyyer/cs685/slides/09-intermediate-transfer.pdf	1201	2020	Mohit Iyyer	./cs685/slides/intermediate-finetuning.pdf	UMass Amherst
2571	Transfer Learning	https://people.cs.umass.edu/~miyyer/cs685/slides/transfer_learning.pdf	1201	2020	Mohit Iyyer	./cs685/slides/transfer_learning.pdf	UMass Amherst
2572	Deep Learning	https://courses.cs.washington.edu/courses/cse447/20wi/slides/DeepLearning.pdf	1201	2020	Yejin Choi	./cse447-20wi/slides/DeepLearning.pdf	University of Washington
2573	Distributed Semantics & Embeddings	https://courses.cs.washington.edu/courses/cse447/20wi/slides/DistributedSemantics.pdf	1201	2020	Yejin Choi	./cse447-20wi/slides/DistributedSemantics.pdf	University of Washington
2574	GREEDY ALGORITHMS	https://courses.cs.washington.edu/courses/cse447/20wi/slides/edmond.pdf	1201	2020	Yejin Choi	./cse447-20wi/slides/edmond.pdf	University of Washington
2575	Hidden Markov Models	https://courses.cs.washington.edu/courses/cse447/20wi/slides/HMMs.pdf	1201	2020	Yejin Choi	./cse447-20wi/slides/HMMs.pdf	University of Washington
2576	Introduction	https://courses.cs.washington.edu/courses/cse447/20wi/slides/Intro.pdf	1201	2020	Yejin Choi	./cse447-20wi/slides/Intro.pdf	University of Washington
2577	Language Models	https://courses.cs.washington.edu/courses/cse447/20wi/slides/LanguageModels.pdf	1201	2020	Yejin Choi	./cse447-20wi/slides/LanguageModels.pdf	University of Washington
2578	Feature Rich Models	https://courses.cs.washington.edu/courses/cse447/20wi/slides/LogLinear.pdf	1201	2020	Yejin Choi	./cse447-20wi/slides/LogLinear.pdf	University of Washington
2579	Dependency Parsing And Other Grammar Formalisms	https://courses.cs.washington.edu/courses/cse447/20wi/slides/Parsing-dep.pdf	1201	2020	Yejin Choi	./cse447-20wi/slides/Parsing-dep.pdf	University of Washington
2580	Parsing (Trees)	https://courses.cs.washington.edu/courses/cse447/20wi/slides/Parsing.pdf	1201	2020	Yejin Choi	./cse447-20wi/slides/Parsing.pdf	University of Washington
2581	Midterm	https://courses.cs.washington.edu/courses/cse473/18wi/cse473wi18midterm.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/cse473wi18_final.pdf	University of Washington
2582	Final	https://courses.cs.washington.edu/courses/cse473/18wi/cse473wi18_final.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/cse473wi18midterm.pdf	University of Washington
2583	Adversarial Search	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-AdversarialSearch.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-AdversarialSearch.pdf	University of Washington
2584	Bayes’ Nets	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-BayesNets.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-BayesNets.pdf	University of Washington
2585	Bayes’ Nets: Inference	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-BNInference.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-BNInference.pdf	University of Washington
2586	Constraint Sa+sfac+on Problems	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-CSPs.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-CSPs.pdf	University of Washington
2587	Uncertainty and Expec+max Tree Search	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-Expectimax.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-Expectimax.pdf	University of Washington
2588	Hidden Markov Models	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-HMMs.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-HMMs.pdf	University of Washington
2589	Informed Search	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-InformedSearch.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-InformedSearch.pdf	University of Washington
2590	Introduc1on	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-Introduction.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-Introduction.pdf	University of Washington
2591	Markov Decision Processes	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-MDPs.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-MDPs.pdf	University of Washington
2592	Machine Learning: Naïve Bayes and Perceptron	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-ML.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-ML.pdf	University of Washington
2593	Reinforcement Learnin	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-RL.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-RL.pdf	University of Washington
2594	Search	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-Search.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-Search.pdf	University of Washington
2595	Probability	https://courses.cs.washington.edu/courses/cse473/18wi/slides/cse473wi18-Uncertainty.pdf	1007	2018	Luke Zettlemoyer	./cse473/18wi/slides/cse473wi18-Uncertainty.pdf	University of Washington
2596	Course Project	https://ysu1989.github.io/courses/au20/cse5539/02project.pdf	1201	2020	Yu Su	./cse5539/02project.pdf	Ohio State University
2597	ALFRED A Benchmark for Interpreting Grounded Instructions for Everyday Tasks	https://ysu1989.github.io/courses/au20/cse5539/ALFRED.pdf	1201	2020	Yu Su	./cse5539/ALFRED.pdf	Ohio State University
2598	AutoKnow: Self-Driving Knowledge Collection for Products of Thousands of Types	https://ysu1989.github.io/courses/au20/cse5539/autoknow.pdf	1201	2020	Yu Su	./cse5539/autoknow.pdf	Ohio State University
2599	BART	https://ysu1989.github.io/courses/au20/cse5539/BART.pdf	1201	2020	Yu Su	./cse5539/BART.pdf	Ohio State University
2600	BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding	https://ysu1989.github.io/courses/au20/cse5539/BERT.pdf	1201	2020	Yu Su	./cse5539/BERT.pdf	Ohio State University
2601	Big Bird: Transformers for Longer Sequences	https://ysu1989.github.io/courses/au20/cse5539/BigBird.pdf	1201	2020	Yu Su	./cse5539/BigBird.pdf	Ohio State University
2602	Conversational Semantic Parsing	https://ysu1989.github.io/courses/au20/cse5539/Conversational_Semantic_Parsing.pdf	1201	2020	Yu Su	./cse5539/Conversational_Semantic_Parsing.pdf	Ohio State University
2603	Task-Oriented Dialogue as Dataflow Synthesis	https://ysu1989.github.io/courses/au20/cse5539/dialogue_as_dataflow.pdf	1201	2020	Yu Su	./cse5539/dialogue_as_dataflow.pdf	Ohio State University
2604	DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter	https://ysu1989.github.io/courses/au20/cse5539/DistilBERT.pdf	1201	2020	Yu Su	./cse5539/DistilBERT.pdf	Ohio State University
2605	Experience Grounds Language	https://ysu1989.github.io/courses/au20/cse5539/Experience%20Grounds%20Language.pdf	1201	2020	Yu Su	./cse5539/Experience Grounds Language.pdf	Ohio State University
2606	Language Models are Few-Shot Learners (GPT-3)	https://ysu1989.github.io/courses/au20/cse5539/GPT-3.pdf	1201	2020	Yu Su	./cse5539/GPT-3.pdf	Ohio State University
2607	Health and safety requirements	https://ysu1989.github.io/courses/au20/cse5539/health_and_safety_statement.pdf	1201	2020	Yu Su	./cse5539/health_and_safety_statement.pdf	Ohio State University
2608	Deploying Lifelong Open Domain Dialogue Learning	https://ysu1989.github.io/courses/au20/cse5539/lifelong_dialogue.pdf	1201	2020	Yu Su	./cse5539/lifelong_dialogue.pdf	Ohio State University
2609	Longformer: The Long-Document Transformer	https://ysu1989.github.io/courses/au20/cse5539/Longformer.pdf	1201	2020	Yu Su	./cse5539/Longformer.pdf	Ohio State University
2610	NERO: A Neural Rule Grounding Framework for Label-Efficient Relation Extraction	https://ysu1989.github.io/courses/au20/cse5539/NERO.pdf	1201	2020	Yu Su	./cse5539/NERO.pdf	Ohio State University
2611	RAT-SQL: Relation-Aware Schema Encoding and Linking for Text-to-SQL Parsers	https://ysu1989.github.io/courses/au20/cse5539/RAT-SQL.pdf	1201	2020	Yu Su	./cse5539/RAT-SQL.pdf	Ohio State University
2612	Attention Is All You Need	https://ysu1989.github.io/courses/au20/cse5539/Transformer.pdf	1201	2020	Yu Su	./cse5539/Transformer.pdf	Ohio State University
2613	CSE 573 Lecture 1	https://courses.cs.washington.edu/courses/cse573/20wi/slides/1-intro.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/1-intro.pdf	University of Washington
2614	CSE 573 Lecture 10	https://courses.cs.washington.edu/courses/cse573/20wi/slides/10-Uncertainty-annotated.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/10-Uncertainty-annotated.pdf	University of Washington
2615	CSE 573 Lecture 10	https://courses.cs.washington.edu/courses/cse573/20wi/slides/10-Uncertainty.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/10-Uncertainty.pdf	University of Washington
2616	CSE 573 Lecture 11	https://courses.cs.washington.edu/courses/cse573/20wi/slides/11-BNs-annotated.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/11-BNs-annotated.pdf	University of Washington
2617	CSE 573 Lecture 11	https://courses.cs.washington.edu/courses/cse573/20wi/slides/11-BNs.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/11-BNs.pdf	University of Washington
2618	CSE 573 Lecture 12	https://courses.cs.washington.edu/courses/cse573/20wi/slides/12-HMMs-annotated.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/12-HMMs-annotated.pdf	University of Washington
2619	CSE 573 Lecture 12	https://courses.cs.washington.edu/courses/cse573/20wi/slides/12-HMMs.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/12-HMMs.pdf	University of Washington
2620	CSE 573 Lecture 13	https://courses.cs.washington.edu/courses/cse573/20wi/slides/13-HMM-Inference-annotated.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/13-HMM-Inference.pdf	University of Washington
2621	CSE 573 Lecture 14	https://courses.cs.washington.edu/courses/cse573/20wi/slides/14-BN-Inference-annotated.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/14-BN-Inference-annotated.pdf	University of Washington
2622	CSE 573 Lecture 14	https://courses.cs.washington.edu/courses/cse573/20wi/slides/14-BN-Inference.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/14-BN-Inference.pdf	University of Washington
2623	CSE 573 Lecture 15	https://courses.cs.washington.edu/courses/cse573/20wi/slides/15-NaiveBayes.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/15-NaiveBayes.pdf	University of Washington
2624	CSE 573 Lecture 2	https://courses.cs.washington.edu/courses/cse573/20wi/slides/2-search.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/2-search.pdf	University of Washington
2625	CSE 573 Lecture 3	https://courses.cs.washington.edu/courses/cse573/20wi/slides/3-InformedSearch-annotated.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/3-InformedSearch-annotated.pdf	University of Washington
2626	CSE 573 Lecture 3	https://courses.cs.washington.edu/courses/cse573/20wi/slides/3-InformedSearch.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/3-InformedSearch.pdf	University of Washington
2627	CSE 573 Lecture 4	https://courses.cs.washington.edu/courses/cse573/20wi/slides/4-AdversarialSearch.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/4-AdversarialSearch.pdf	University of Washington
2628	CSE 573 Lecture 5	https://courses.cs.washington.edu/courses/cse573/20wi/slides/5-Expectimax-annotated.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/5-Expectimax-annotated.pdf	University of Washington
2629	CSE 573 Lecture 5	https://courses.cs.washington.edu/courses/cse573/20wi/slides/5-Expectimax.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/5-Expectimax.pdf	University of Washington
2630	CSE 573 Lecture 6	https://courses.cs.washington.edu/courses/cse573/20wi/slides/6-MDPsI-annotated.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/6-MDPsI-annotated.pdf	University of Washington
2631	CSE 573 Lecture 6	https://courses.cs.washington.edu/courses/cse573/20wi/slides/6-MDPsI.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/6-MDPsI.pdf	University of Washington
2632	CSE 573 Lecture 7	https://courses.cs.washington.edu/courses/cse573/20wi/slides/7-MDPsII.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/7-MDPsII.pdf	University of Washington
2633	CSE 573 Lecture 8	https://courses.cs.washington.edu/courses/cse573/20wi/slides/8-RLs1-annotated.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/8-RLs1-annotated.pdf	University of Washington
2634	CSE 573 Lecture 8	https://courses.cs.washington.edu/courses/cse573/20wi/slides/8-RLs1.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/8-RLs1.pdf	University of Washington
2635	CSE 573 Lecture 9	https://courses.cs.washington.edu/courses/cse573/20wi/slides/9-RLs2-annotated.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/9-RLs2-annotated.pdf	University of Washington
2636	CSE 573 Lecture 9	https://courses.cs.washington.edu/courses/cse573/20wi/slides/9-RLs2.pdf	1007	2020	Hanna Hajishirzi	./cse573-20wi/9-RLs2.pdf	University of Washington
2637	Contextualized Word Embeddings	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-ContextualizedWordEmbeddings.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-ContextualizedWordEmbeddings.pdf	University of Washington
2638	Coreference Resolution	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-Coreference.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-Coreference.pdf	University of Washington
2639	Frame Semantics	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-FrameSemantics.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-FrameSemantics.pdf	University of Washington
2640	Hidden Markov Models	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-HMMs.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-HMMs.pdf	University of Washington
2641	CSEP 517 Natural Language Processing: Introduction	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-Intro.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-Intro.pdf	University of Washington
2642	Language Models	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-LanguageModels.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-LanguageModels.pdf	University of Washington
2643	Linear Sequence Models	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-LinearSequenceModels.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-LinearSequenceModels.pdf	University of Washington
2644	Machine Translation	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-MachineTranslation.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-MachineTranslation.pdf	University of Washington
2645	Neural Machine Translation	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-NeuralMT.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-NeuralMT.pdf	University of Washington
2646	Neural Networks	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-NeuralNets.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-NeuralNets.pdf	University of Washington
2647	Parsing (Trees)	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-Parsing.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-Parsing.pdf	University of Washington
2648	Recurrent Neural Networks	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-RNNs.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-RNNs.pdf	University of Washington
2649	Text Classification – Linear Models	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-TextCategorization.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-TextCategorization.pdf	University of Washington
2650	Word Embeddings	https://courses.cs.washington.edu/courses/csep517/20wi/slides/csep517wi20-WordEmbeddings.pdf	1201	2020	Luke Zettlemoyer	./csep517-/20wi/slides/csep517wi20-WordEmbeddings.pdf	University of Washington
2651	Deep Learning	https://courses.cs.washington.edu/courses/csep517/21wi/slides/DeepLearning.pdf	1201	2021	Yejin Choi	./csep517-/21wi/slides/DeepLearning.pdf	University of Washington
2652	Hidden Markov Models	https://courses.cs.washington.edu/courses/csep517/21wi/slides/HMMs.pdf	1201	2021	Yejin Choi	./csep517-/21wi/slides/HMMs.pdf	University of Washington
2653	CSE P 517 Natural Language Processing Winter 2021: Introduction	https://courses.cs.washington.edu/courses/csep517/21wi/slides/Intro.pdf	1201	2021	Yejin Choi	./csep517-/21wi/slides/Intro.pdf	University of Washington
2654	Language Models	https://courses.cs.washington.edu/courses/csep517/21wi/slides/LanguageModels.pdf	1201	2021	Yejin Choi	./csep517-/21wi/slides/LanguageModels.pdf	University of Washington
2655	Feature Rich Models (Log Linear Models)	https://courses.cs.washington.edu/courses/csep517/21wi/slides/LogLinear.pdf	1201	2021	Yejin Choi	./csep517-/21wi/slides/LogLinear.pdf	University of Washington
2656	Deep Learning	https://courses.cs.washington.edu/courses/csep517/21wi/slides/DeepLearning.pdf	1201	2021	Yejin Choi	./csep517/21wi/slides/DeepLearning.pdf	University of Washington
2657	Hidden Markov Models	https://courses.cs.washington.edu/courses/csep517/21wi/slides/HMMs.pdf	1201	2021	Yejin Choi	./csep517/21wi/slides/HMMs.pdf	University of Washington
2658	CSE P 517 Natural Language Processing Winter 2021: Introduction	https://courses.cs.washington.edu/courses/csep517/21wi/slides/Intro.pdf	1201	2021	Yejin Choi	./csep517/21wi/slides/Intro.pdf	University of Washington
2659	Language Models	https://courses.cs.washington.edu/courses/csep517/21wi/slides/LanguageModels.pdf	1201	2021	Yejin Choi	./csep517/21wi/slides/LanguageModels.pdf	University of Washington
2660	Feature Rich Models (Log Linear Models)	https://courses.cs.washington.edu/courses/csep517/21wi/slides/LogLinear.pdf	1201	2021	Yejin Choi	./csep517/21wi/slides/LogLinear.pdf	University of Washington
2661	Neuro-Symbolic Commonsense Knowledge and Reasoning	https://courses.cs.washington.edu/courses/csep517/21wi/slides/neuralcommonsense.pdf	1201	2021	Yejin Choi	./csep517/21wi/slides/neuralcommonsense.pdf	University of Washington
2662	Neural NLG	https://courses.cs.washington.edu/courses/csep517/21wi/slides/NeuralGeneration.pdf	1201	2021	Yejin Choi	./csep517/21wi/slides/NeuralGeneration.pdf	University of Washington
2663	Social Chemistry 101	https://courses.cs.washington.edu/courses/csep517/21wi/slides/social-chem.pdf	1201	2021	Yejin Choi	./csep517/21wi/slides/social-chem.pdf	University of Washington
2664	Verb Physics and Factor Graphs	https://courses.cs.washington.edu/courses/csep517/21wi/slides/vp-and-fg.pdf	1201	2021	Yejin Choi	./csep517/21wi/slides/vp-and-fg.pdf	University of Washington
2665	CS378 Lecture 1	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec1-1pp.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec1-1pp.pdf	UT Austin
2666	CS378 Lecture 1	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec1-4pp.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec1-4pp.pdf	UT Austin
2667	Lecture 10 notes	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec10-notes.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec10-notes.pdf	UT Austin
2668	CRFs and NER	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec11-1pp.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec11-1pp.pdf	UT Austin
2669	CRFs and NER	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec11-4pp.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec11-4pp.pdf	UT Austin
2670	CS378 Lecture 12 Notes	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec12-notes.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec12-notes.pdf	UT Austin
2671	Parser Evaluation	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec13-1pp.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec13-1pp.pdf	UT Austin
2672	Parser Evaluation	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec13-4pp.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec13-4pp.pdf	UT Austin
2673	CS378 Lecture 13 Notes	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec13-notes.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec13-notes.pdf	UT Austin
2674	CS378 Lecture 14 Notes	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec14-notes.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec14-notes.pdf	UT Austin
2675	CS378 Lecture 15 Notes	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec15-notes.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec15-notes.pdf	UT Austin
2676	Using RNNs	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec16-1pp.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec16-1pp.pdf	UT Austin
2677	Using RNNs	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec16-4pp.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec16-4pp.pdf	UT Austin
2678	CS378 Lecture 16 Notes	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec16-notes.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec16-notes.pdf	UT Austin
2679	CS378 Lecture 17 Notes	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec17-notes.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec17-notes.pdf	UT Austin
2680	Decoding in Phrase-Based Machine Translation	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec18-1pp.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec18-1pp.pdf	UT Austin
2681	Decoding in Phrase-Based Machine Translation	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec18-4pp.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec18-4pp.pdf	UT Austin
2682	CS378 Lecture 18 Notes	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec18-notes.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec18-notes.pdf	UT Austin
2683	CS378 Lecture 19	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec19-1pp.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec19-1pp.pdf	UT Austin
2684	CS378 Lecture 19	https://www.cs.utexas.edu/~gdurrett/courses/fa2020/lectures/lec19-4pp.pdf	1201	2020	Greg Durrett	./durrett-fa2020/lec19-4pp.pdf	UT Austin
